,Tipo,Distrito,Cuartos,Vacantes,Suites,Area,Valor,Mantenimiento,Impuesto
7684,Local comercial,Pachacámac,0,4,0,1251,125100.0,37530.0,3753.0
7685,Local comercial,San Bartolo,0,0,0,120,3500.0,1250.0,100.0
7686,Local comercial,Callao,0,2,0,53,1400.0,890.0,171.0
7687,Local comercial,San Miguel,0,0,0,260,11000.0,9612.0,1347.0
7688,Local comercial,Ate,0,4,0,120,4950.0,3600.0,400.0
7689,Local comercial,Ate,0,2,0,78,3000.0,2414.0,804.0
7690,Local comercial,Pachacámac,0,0,0,222,15000.0,,
7691,Oficina,La Molina,8,0,7,32000,15000.0,,
7692,Local comercial,Ate,0,4,0,84,2500.0,2653.0,368.0
7693,Local comercial,San Isidro,0,0,0,63,3000.0,,787.0
7694,Local comercial,Ate,0,4,0,150,1000.0,3800.0,770.0
7695,Local comercial,Pachacámac,0,0,0,55,1200.0,1016.0,
7696,Local comercial,Villa El Salvador,0,0,0,160,4500.0,1600.0,406.0
7697,Local comercial,San Martín de Porres,0,1,0,29,1000.0,780.0,
7698,Local comercial,La Perla,0,0,0,36,8900.0,1697.0,636.0
7699,Casa comercial,Callao,0,0,0,2810,9000.0,,
7700,Local comercial,Pachacámac,0,0,0,571,25000.0,12729.0,4971.0
7701,Local comercial,Pachacámac,0,0,0,310,15500.0,6340.0,1717.0
7702,Local comercial,Ate,0,2,0,81,3200.0,1850.0,
7703,Almacén,San Martín de Porres,0,5,0,770,5500.0,,200.0
7704,Local comercial,Ate,0,2,0,92,4000.0,3400.0,700.0
7705,Local comercial,Pachacámac,0,6,0,1299,103930.0,19487.0,
7706,Tienda/Salón,San Luis,0,1,0,250,3000.0,,600.0
7707,Local comercial,Ate,0,1,0,33,800.0,,
7708,Local comercial,Ate,0,1,0,27,1800.0,700.0,150.0
7709,Local comercial,Pachacámac,0,0,0,80,1400.0,860.0,321.0
7710,Tienda en Centro Comercial,Ate,0,1,0,84,9900.0,2975.0,1135.0
7711,Almacén,Ventanilla,0,2,0,600,8000.0,,1200.0
7712,Local comercial,La Punta,0,1,0,21,500.0,576.0,52.0
7713,Tienda/Salón,San Miguel,0,1,0,53,1300.0,780.0,278.0
7714,Local comercial,Puente Piedra,0,1,0,75,3000.0,800.0,466.0
7715,Local comercial,Pachacámac,0,0,0,70,1500.0,2000.0,1600.0
7716,Almacén,Ancón,0,0,0,1000,3000.0,,870.0
7717,Tienda/Salón,Pachacámac,0,0,0,1048,20000.0,5900.0,2150.0
7718,Tienda en Centro Comercial,Lince,0,0,0,35,500.0,980.0,288.0
7719,Local comercial,Pachacámac,0,0,0,31,747.0,630.0,85.0
7720,Tienda/Salón,Comas,0,0,0,67,4500.0,1420.0,
7721,Local comercial,Pachacámac,0,0,0,35,800.0,635.0,1000.0
7722,Tienda/Salón,Chaclacayo,0,0,0,169,9450.0,,4669.0
7723,Local comercial,Ate,0,1,0,23,1000.0,718.0,80.0
7724,Local comercial,Jesús María,0,1,0,25,1200.0,498.0,181.0
7725,Local comercial,Ate,0,0,0,40,1100.0,823.0,219.0
7726,Local comercial,Pachacámac,0,3,0,705,77550.0,17625.0,2115.0
7727,Hotel,Punta Hermosa,27,5,0,671,12000.0,,4900.0
7728,Almacén,Lima,0,0,0,542,10000.0,,
7729,Tienda/Salón,Comas,0,1,0,45,7800.0,,
7730,Local comercial,Chorrillos,0,18,0,769,73092.0,,
7731,Local comercial,La Punta,0,1,0,40,400.0,918.0,99.0
7732,Local comercial,San Miguel,0,1,0,27,900.0,560.0,
7733,Tienda/Salón,El Agustino,0,0,0,12,750.0,200.0,31.0
7734,Tienda/Salón,Comas,0,0,0,37,3000.0,3107.0,193.0
7735,Local comercial,Pachacámac,0,0,0,245,20000.0,8571.0,1598.0
7736,Tienda/Salón,Lurigancho,0,0,0,18,1900.0,300.0,120.0
7737,Tienda/Salón,San Miguel,0,0,0,103,4500.0,,711.0
7738,Local comercial,Pachacámac,0,0,0,170,4000.0,1909.0,550.0
7739,Local comercial,Ate,0,1,0,32,1000.0,1068.0,183.0
7740,Local comercial,Pachacámac,0,0,0,31,500.0,850.0,110.0
7741,Local comercial,Callao,0,0,0,21,750.0,464.0,
7742,Local comercial,Pachacámac,0,0,0,373,30000.0,9329.0,
7743,Local comercial,Chorrillos,0,4,0,273,25000.0,10000.0,18000.0
7744,Local comercial,Comas,0,1,0,28,1100.0,532.0,
7745,Local comercial,Ate,0,1,0,86,1900.0,2777.0,617.0
7746,Local comercial,Pachacámac,0,0,0,196,6800.0,,
7747,Local comercial,Jesús María,0,1,0,23,1500.0,346.0,
7748,Local comercial,Villa El Salvador,0,16,0,999,70000.0,30000.0,
7749,Local comercial,Lurigancho,0,0,0,28,1100.0,757.0,186.0
7750,Local comercial,Mi Perú,0,1,0,25,700.0,600.0,
7751,Local comercial,San Borja,0,0,0,30,850.0,430.0,186.0
7752,Local comercial,Pachacámac,0,0,0,43,600.0,511.0,213.0
7753,Local comercial,Jesús María,0,1,0,38,1700.0,300.0,
7754,Almacén,San Juan de Miraflores,0,0,0,539,7000.0,,
7755,Local comercial,Ate,0,2,0,45,1500.0,1400.0,250.0
7756,Local comercial,Pachacámac,0,0,0,1067,101422.0,20284.0,
7757,Local comercial,Rímac,0,1,0,104,16980.0,2998.0,
7758,Almacén,Jesús María,0,0,0,13500,47000.0,,3400.0
7759,Local comercial,Lince,0,1,0,25,650.0,250.0,
7760,Local comercial,Pachacámac,0,0,0,300,10000.0,3400.0,1219.0
7761,Tienda/Salón,San Borja,0,0,0,120,10000.0,,
7762,Local comercial,Chorrillos,0,14,0,1510,226500.0,50902.0,6976.0
7763,Tienda/Salón,San Luis,0,1,0,79,5000.0,,
7764,Oficina,La Molina,8,0,7,42000,20000.0,,
7765,Tienda en Centro Comercial,Ate,0,1,0,147,8100.0,2859.0,1395.0
7766,Tienda/Salón,Chorrillos,0,0,0,105,11000.0,,1337.0
7767,Tienda/Salón,Ate,0,1,0,110,9000.0,1459.0,
7768,Local comercial,Pachacámac,0,3,0,579,55023.0,8688.0,
7769,Tienda/Salón,Ate,0,1,0,97,6000.0,2150.0,560.0
7770,Tienda/Salón,Pachacámac,0,0,0,146,35000.0,490.0,
7771,Local comercial,Callao,0,1,0,22,815.0,364.0,
7772,Local comercial,Ate,0,0,0,500,40000.0,7000.0,
7773,Local comercial,Ate,0,1,0,21,700.0,345.0,
7774,Local comercial,Jesús María,0,1,0,38,2000.0,300.0,105.0
7775,Almacén,Lince,0,0,0,528,10000.0,,888.0
7776,Almacén,Ventanilla,0,0,0,290,5000.0,,96.0
7777,Local comercial,Pachacámac,0,18,0,967,86040.0,24158.0,
7778,Local comercial,Ate,0,1,0,36,2200.0,1300.0,240.0
7779,Almacén,Lince,0,0,0,680,12000.0,,747.0
7780,Tienda en Centro Comercial,Ate,0,0,0,5,490.0,281.0,153.0
7781,Local comercial,Ate,0,0,0,40,2300.0,922.0,1812.0
7782,Local comercial,Pachacámac,0,0,0,42,1200.0,1065.0,145.0
7783,Local comercial,San Borja,0,1,0,85,5950.0,1148.0,498.0
7784,Local comercial,Ate,0,1,0,60,2500.0,1960.0,
7785,Local comercial,Pachacámac,0,0,0,5,299.0,,
7786,Tienda/Salón,Pachacámac,0,20,0,2073,139000.0,7200.0,19300.0
7787,Local comercial,Lince,0,1,0,25,600.0,581.0,
7788,Local comercial,Pachacámac,0,0,0,25,500.0,741.0,
7789,Local comercial,Pachacámac,0,0,0,296,10000.0,2530.0,1329.0
7790,Local comercial,Ate,0,1,0,36,1200.0,800.0,300.0
7791,Tienda/Salón,Ate,0,1,0,43,3500.0,874.0,912.0
7792,Local comercial,Jesús María,0,1,0,21,450.0,872.0,
7793,Local comercial,Pachacámac,0,0,0,88,700.0,1075.0,339.0
7794,Local comercial,Pachacámac,0,0,0,22,200.0,330.0,85.0
7795,Local comercial,Jesús María,0,1,0,23,600.0,600.0,
7796,Oficina,Ancón,0,0,0,0,1000.0,,
7797,Local comercial,Pachacámac,0,0,0,12,380.0,500.0,20.0
7798,Local comercial,San Miguel,0,0,0,20,900.0,470.0,79.0
7799,Local comercial,Pachacámac,0,0,0,128,4500.0,,
7800,Local comercial,Ate,0,3,0,210,25200.0,4600.0,
7801,Local comercial,Pachacámac,0,0,0,220,8000.0,3500.0,
7802,Tienda/Salón,Punta Hermosa,0,0,0,50,2800.0,80.0,
7803,Local comercial,Pachacámac,0,12,0,1976,237120.0,51376.0,
7804,Local comercial,Pachacámac,0,0,0,72,2500.0,511.0,224.0
7805,Tienda/Salón,Pachacámac,0,0,0,413,15000.0,3406.0,12737.0
7806,Almacén,Lince,0,0,0,140,4900.0,1200.0,
7807,Local comercial,Puente Piedra,0,60,0,7200,432000.0,97515.0,
7808,Local comercial,Ate,0,1,0,30,975.0,,
7809,Casa comercial,San Juan de Lurigancho,0,4,0,493,12000.0,,
7810,Local comercial,Villa María del Triunfo,0,1,0,21,600.0,387.0,52.0
7811,Local comercial,Pachacámac,0,0,0,219,12000.0,3228.0,1142.0
7812,Tienda/Salón,San Miguel,0,0,0,55,5500.0,252.0,384.0
7813,Local comercial,Comas,1,0,0,30,2200.0,1250.0,180.0
7814,Almacén,Los Olivos,0,0,0,1300,13000.0,,
7815,Tienda en Centro Comercial,Jesús María,0,1,0,27,800.0,480.0,125.0
7816,Local comercial,Pachacámac,0,0,0,300,5000.0,3001.0,1050.0
7817,Local comercial,Ate,0,4,0,80,6400.0,2340.0,380.0
7818,Local comercial,Callao,0,1,0,40,1300.0,353.0,
7819,Local comercial,Pachacámac,0,18,0,1140,79855.0,22302.0,2977.0
7820,Tienda/Salón,Pachacámac,0,6,0,90,10000.0,2400.0,
7821,Local comercial,Pachacámac,0,0,0,245,25000.0,8570.0,1499.0
7822,Local comercial,Pachacámac,0,1,0,100,3300.0,1254.0,2250.0
7823,Tienda/Salón,Ate,0,0,0,119,15000.0,1106.0,15770.0
7824,Local comercial,Ate,0,1,0,50,1700.0,1508.0,195.0
7825,Local comercial,Lince,0,0,0,40,750.0,475.0,
7826,Local comercial,Ate,0,0,0,36,1000.0,700.0,
7827,Local comercial,Ate,0,1,0,26,900.0,610.0,85.0
7828,Local comercial,Rímac,0,0,0,300,60000.0,3000.0,1960.0
7829,Tienda/Salón,Lince,0,1,0,70,2000.0,150.0,160.0
7830,Local comercial,Ate,0,1,0,32,1100.0,1079.0,186.0
7831,Local comercial,Ate,0,1,0,45,500.0,1650.0,
7832,Local comercial,Ate,0,1,0,36,1300.0,820.0,200.0
7833,Local comercial,San Luis,0,1,0,33,850.0,450.0,
7834,Local comercial,Comas,0,0,0,46,5000.0,1980.0,
7835,Local comercial,Ate,0,1,0,28,1000.0,385.0,135.0
7836,Almacén,Ate,0,0,0,782,9000.0,,1172.0
7837,Local comercial,Ate,0,1,0,49,3000.0,940.0,342.0
7838,Tienda/Salón,Chorrillos,0,10,0,253,19000.0,1742.0,2122.0
7839,Local comercial,Ate,0,0,0,38,1000.0,1000.0,390.0
7840,Local comercial,Ate,0,1,0,53,1950.0,1311.0,439.0
7841,Local comercial,Pachacámac,0,12,0,2724,108960.0,34820.0,9160.0
7842,Local comercial,Ate,0,2,0,72,3500.0,2500.0,538.0
7843,Local comercial,Pachacámac,0,0,0,130,3250.0,2850.0,
7844,Local comercial,Callao,0,1,0,25,700.0,500.0,525.0
7845,Local comercial,Ate,0,1,0,36,1109.0,600.0,
7846,Local comercial,Pachacámac,0,0,0,10,3711.0,,
7847,Local comercial,Pachacámac,0,0,0,54,1700.0,928.0,182.0
7848,Local comercial,Ate,0,7,0,445,35000.0,6999.0,
7849,Local comercial,Pachacámac,0,0,0,63,1600.0,1097.0,
7850,Local comercial,Jesús María,0,5,0,160,8000.0,887.0,436.0
7851,Local comercial,Chorrillos,0,8,0,605,144000.0,30600.0,1659.0
7852,Local comercial,Pachacámac,0,0,0,270,9000.0,4200.0,1339.0
7853,Tienda/Salón,Villa El Salvador,0,0,0,247,20000.0,,353.0
7854,Local comercial,Pachacámac,0,11,0,1050,83980.0,29099.0,5994.0
7855,Local comercial,Pachacámac,0,0,0,30,500.0,432.0,84.0
7856,Tienda/Salón,Ate,0,0,0,36,2100.0,940.0,
7857,Local comercial,Jesús María,0,15,0,424,13500.0,7656.0,1232.0
7858,Local comercial,Pachacámac,0,0,0,458,41264.0,12703.0,1676.0
7859,Tienda en Centro Comercial,Lince,0,0,0,75,5500.0,1100.0,
7860,Local comercial,Pachacámac,0,0,0,101,2500.0,2200.0,440.0
7861,Local comercial,Ate,0,2,0,130,6900.0,5000.0,
7862,Local comercial,Pachacámac,0,0,0,205,17000.0,2200.0,
7863,Tienda/Salón,San Miguel,0,0,0,180,6500.0,251.0,1343.0
7864,Local comercial,Ate,0,20,0,1190,120000.0,,
7865,Local comercial,Lurigancho,0,1,0,29,3000.0,421.0,139.0
7866,Local comercial,Punta Hermosa,0,1,0,200,4000.0,4100.0,1100.0
7867,Local comercial,Ventanilla,0,0,0,30,900.0,165.0,84.0
7868,Almacén,La Punta,0,0,0,1716,17000.0,,212.0
7869,Almacén,Pucusana,0,7,0,700,9000.0,,655.0
7870,Local comercial,Rímac,0,0,0,26,2500.0,700.0,
7871,Tienda en Centro Comercial,Ate,0,0,0,30,3500.0,2100.0,463.0
7872,Local comercial,Ate,0,1,0,22,1100.0,620.0,60.0
7873,Local comercial,Barranco,0,1,0,25,500.0,470.0,
7874,Tienda/Salón,Independencia,0,0,0,40,700.0,,
7875,Tienda/Salón,Chorrillos,0,0,0,100,1700.0,,223.0
7876,Tienda en Centro Comercial,Pachacámac,0,0,0,28,7000.0,699.0,169.0
7877,Local comercial,Pachacámac,0,0,0,33,800.0,490.0,60.0
7878,Local comercial,Ate,0,1,0,35,1300.0,1340.0,237.0
7879,Local comercial,Pachacámac,0,0,0,120,3800.0,2500.0,334.0
7880,Local comercial,San Bartolo,0,0,0,84,1400.0,761.0,50.0
7881,Tienda/Salón,San Borja,0,0,0,130,4000.0,393.0,870.0
7882,Local comercial,San Miguel,0,0,0,35,1100.0,600.0,79.0
7883,Local comercial,Puente Piedra,0,0,0,280,3000.0,,529.0
7884,Casa comercial,San Luis,0,11,0,345,12000.0,,997.0
7885,Tienda/Salón,Comas,0,0,0,24,1200.0,961.0,159.0
7886,Tienda/Salón,Ate,0,1,0,291,9000.0,5920.0,
7887,Local comercial,Independencia,0,1,0,34,800.0,350.0,
7888,Local comercial,Pachacámac,0,4,0,50,1700.0,1700.0,503.0
7889,Local comercial,Ate,0,5,0,163,7500.0,4688.0,
7890,Local comercial,Pachacámac,0,0,0,200,8000.0,4450.0,
7891,Local comercial,Ate,0,0,0,30,800.0,746.0,
7892,Local comercial,Chaclacayo,0,0,0,26,650.0,330.0,35.0
7893,Local comercial,Pachacámac,0,1,0,28,1400.0,,
7894,Tienda/Salón,Pachacámac,0,0,0,32,340.0,1300.0,83.0
7895,Local comercial,Ate,0,64,0,1800,110000.0,44084.0,92036.0
7896,Local comercial,Pachacámac,0,0,0,100,6000.0,2000.0,
7897,Local comercial,Pachacámac,0,0,0,581,29050.0,15687.0,2149.0
7898,Local comercial,Chorrillos,0,0,0,40,2200.0,385.0,
7899,Local comercial,Chorrillos,0,1,0,100,11000.0,2800.0,800.0
7900,Local comercial,Pachacámac,0,0,0,107,2500.0,1702.0,427.0
7901,Local comercial,Pachacámac,0,0,0,31,647.0,630.0,85.0
7902,Local comercial,San Borja,0,1,0,300,42000.0,9000.0,2550.0
7903,Tienda/Salón,El Agustino,0,0,0,120,2500.0,,
7904,Local comercial,Pachacámac,0,3,0,350,25000.0,4343.0,
7905,Local comercial,Rímac,0,1,0,160,16000.0,2220.0,
7906,Local comercial,Lurín,0,0,0,20,1400.0,550.0,70.0
7907,Local comercial,Pachacámac,0,0,0,20,906.0,,
7908,Local comercial,Ate,0,0,0,150,6000.0,3000.0,1102.0
7909,Local comercial,Lince,0,0,0,30,1500.0,580.0,
7910,Tienda/Salón,Ate,0,0,0,115,6500.0,1806.0,1430.0
7911,Local comercial,Ate,0,1,0,30,1500.0,550.0,130.0
7912,Tienda/Salón,Comas,0,0,0,25,450.0,,
7913,Local comercial,Pachacámac,0,7,0,4185,239155.0,83707.0,
7914,Tienda/Salón,Ate,0,2,0,215,4000.0,4318.0,
7915,Local comercial,Ate,0,1,0,60,2100.0,1311.0,1068.0
7916,Local comercial,Pachacámac,0,0,0,25,500.0,500.0,
7917,Local comercial,Lince,0,1,0,38,1000.0,115.0,154.0
7918,Local comercial,Ate,0,1,0,58,3000.0,1443.0,462.0
7919,Local comercial,Ate,0,0,0,15,1250.0,,
7920,Casa comercial,San Borja,0,0,0,70,3500.0,750.0,458.0
7921,Local comercial,Pachacámac,0,0,0,60,2500.0,780.0,156.0
7922,Tienda/Salón,San Borja,0,0,0,100,13000.0,40.0,716.0
7923,Local comercial,Ate,0,2,0,159,5500.0,1125.0,1350.0
7924,Almacén,Ventanilla,0,0,0,9080,22000.0,,17018.0
7925,Local comercial,San Miguel,0,1,0,27,1800.0,788.0,
7926,Local comercial,Pachacámac,0,2,0,126,4300.0,1650.0,193.0
7927,Local comercial,San Luis,0,0,0,23,500.0,500.0,
7928,Local comercial,Santa Anita,0,0,0,35,680.0,616.0,129.0
7929,Local comercial,Ate,0,3,0,108,4100.0,3300.0,
7930,Local comercial,Pachacámac,0,0,0,256,7500.0,3600.0,1478.0
7931,Local comercial,Lince,0,1,0,20,800.0,450.0,81.0
7932,Local comercial,San Bartolo,0,15,0,900,28000.0,,
7933,Local comercial,Pachacámac,0,0,0,40,1000.0,750.0,166.0
7934,Local comercial,Pachacámac,0,0,0,500,25000.0,11338.0,3053.0
7935,Local comercial,Pachacámac,0,0,0,72,2520.0,856.0,187.0
7936,Local comercial,Lince,0,0,0,27,900.0,480.0,
7937,Local comercial,Ate,0,1,0,31,2550.0,1170.0,168.0
7938,Almacén,Lince,0,0,0,3199,60789.0,8798.0,2399.0
7939,Almacén,Ventanilla,0,0,0,400,3800.0,,494.0
7940,Local comercial,Ate,0,1,0,30,2000.0,650.0,90.0
7941,Local comercial,Lince,0,1,0,31,1000.0,764.0,98.0
7942,Local comercial,Ate,0,1,0,67,3000.0,1900.0,
7943,Local comercial,Pachacámac,0,0,0,547,45000.0,13289.0,2846.0
7944,Casa comercial,Callao,0,0,0,150,3300.0,,860.0
7945,Local comercial,Ate,0,1,0,27,980.0,610.0,136.0
7946,Local comercial,Ate,0,1,0,39,800.0,779.0,242.0
7947,Local comercial,Rímac,0,0,0,150,24500.0,2400.0,694.0
7948,Local comercial,Jesús María,0,0,0,62,2500.0,,
7949,Local comercial,Puente Piedra,0,2,0,459,29835.0,10098.0,1230.0
7950,Tienda/Salón,Ate,0,2,0,80,6400.0,1520.0,105.0
7951,Local comercial,San Miguel,0,0,0,27,1100.0,900.0,89.0
7952,Local comercial,Pachacámac,0,0,0,219,23000.0,5938.0,1303.0
7953,Tienda/Salón,Pachacámac,0,0,0,500,1500.0,,1238.0
7954,Local comercial,Rímac,0,0,0,110,11000.0,1600.0,
7955,Local comercial,Pachacámac,0,3,0,147,12800.0,2900.0,861.0
7956,Local comercial,Pachacámac,0,18,0,969,77520.0,24777.0,4350.0
7957,Almacén,Chaclacayo,0,12,0,680,12800.0,,
7958,Local comercial,Pachacámac,0,0,0,379,15160.0,5613.0,1843.0
7959,Almacén,Carmen de La Legua,0,0,0,500,7500.0,,425.0
7960,Casa comercial,Ate,0,4,0,200,4500.0,,250.0
7961,Local comercial,Ate,0,2,0,62,2500.0,1250.0,210.0
7962,Local comercial,Pachacámac,0,0,0,677,40620.0,13397.0,3554.0
7963,Local comercial,Pachacámac,0,0,0,160,5000.0,2400.0,480.0
7964,Local comercial,Santa Anita,0,0,0,30,1850.0,,
7965,Local comercial,Ate,0,10,0,374,20000.0,13700.0,3000.0
7966,Local comercial,San Miguel,0,2,0,37,1260.0,579.0,102.0
7967,Tienda/Salón,Comas,0,0,0,600,52000.0,,
7968,Local comercial,Pachacámac,0,2,0,309,15000.0,5200.0,634.0
7969,Local comercial,Ate,0,2,0,70,2200.0,2300.0,5370.0
7970,Local comercial,Ventanilla,0,0,0,60,1400.0,400.0,
7971,Local comercial,Lima,2,0,0,90,1300.0,,
7972,Almacén,Lince,0,0,0,5000,30000.0,,
7973,Almacén,Punta Negra,0,15,0,1300,29900.0,,21000.0
7974,Local comercial,Ate,0,1,0,22,1000.0,760.0,783.0
7975,Tienda en Centro Comercial,Ate,0,1,0,40,1800.0,616.0,
7976,Local comercial,Ate,0,1,0,32,1500.0,750.0,250.0
7977,Tienda/Salón,San Borja,0,0,0,30,6000.0,725.0,
7978,Tienda/Salón,San Borja,0,0,0,20,1200.0,316.0,95.0
7979,Local comercial,Jesús María,0,1,0,25,550.0,540.0,
7980,Local comercial,Pachacámac,0,0,0,354,17700.0,6340.0,1943.0
7981,Local comercial,Chorrillos,0,0,0,35,2500.0,1500.0,
7982,Local comercial,Pachacámac,0,0,0,68,2000.0,1910.0,243.0
7983,Local comercial,Ate,0,1,0,67,5700.0,2093.0,421.0
7984,Local comercial,Punta Negra,0,2,0,200,9800.0,2300.0,225.0
7985,Local comercial,Jesús María,0,1,0,26,800.0,600.0,
7986,Almacén,Santa Rosa,0,0,0,950,15000.0,,732.0
7987,Local comercial,Pachacámac,0,0,0,450,28000.0,4788.0,1770.0
7988,Local comercial,Villa El Salvador,0,1,0,30,1100.0,570.0,620.0
7989,Local comercial,Pachacámac,0,0,0,60,300.0,956.0,79.0
7990,Local comercial,Pachacámac,0,0,0,27,550.0,460.0,
7991,Local comercial,San Borja,0,0,0,130,3000.0,1200.0,898.0
7992,Local comercial,Ate,0,1,0,30,1800.0,1300.0,
7993,Tienda/Salón,Los Olivos,0,0,0,132,2000.0,,
7994,Local comercial,San Luis,0,1,0,26,900.0,325.0,56.0
7995,Local comercial,Pachacámac,0,0,0,25,600.0,380.0,83.0
7996,Local comercial,Pachacámac,0,0,0,120,3900.0,3500.0,
7997,Almacén,Santa Rosa,0,0,0,400,5500.0,,315.0
7998,Local comercial,Ate,0,20,0,900,55000.0,8000.0,
7999,Local comercial,Callao,0,1,0,24,600.0,450.0,720.0
8000,Local comercial,Jesús María,0,0,0,66,2000.0,,
8001,Local comercial,San Miguel,0,0,0,30,1100.0,532.0,141.0
8002,Local comercial,Jesús María,0,1,0,70,1900.0,940.0,
8003,Local comercial,Pachacámac,0,0,0,89,2500.0,,
8004,Local comercial,Ate,0,1,0,35,1500.0,1000.0,230.0
8005,Local comercial,Ate,0,1,0,21,1800.0,597.0,100.0
8006,Casa comercial,Ate,0,2,0,210,1900.0,,
8007,Local comercial,Pachacámac,0,0,0,30,650.0,505.0,
8008,Local comercial,San Borja,0,0,0,20,1000.0,445.0,
8009,Local comercial,Ate,0,0,0,33,1800.0,600.0,89.0
8010,Local comercial,Ate,0,6,0,130,15000.0,,
8011,Local comercial,Pachacámac,0,0,0,113,4300.0,2308.0,522.0
8012,Almacén,San Martín de Porres,0,0,0,848,6500.0,,3487.0
8013,Casa comercial,La Punta,10,15,0,1065,29000.0,,
8014,Local comercial,Jesús María,0,1,0,33,1900.0,321.0,97.0
8015,Tienda en Centro Comercial,Villa El Salvador,0,0,0,15,1000.0,580.0,150.0
8016,Local comercial,Ate,0,0,0,29,880.0,1100.0,165.0
8017,Local comercial,San Luis,0,1,0,33,850.0,700.0,56.0
8018,Almacén,La Molina,0,10,0,675,23000.0,,28000.0
8019,Local comercial,Jesús María,0,20,0,2132,213200.0,53300.0,
8020,Local comercial,Ate,0,1,0,21,850.0,726.0,1687.0
8021,Local comercial,Ate,0,6,0,80,2000.0,4042.0,760.0
8022,Local comercial,Pachacámac,0,0,0,1319,102929.0,23093.0,
8023,Local comercial,Pachacámac,0,0,0,40,1000.0,512.0,
8024,Local comercial,Ate,0,6,0,700,24000.0,,
8025,Local comercial,Pachacámac,0,0,0,107,3000.0,2116.0,550.0
8026,Local comercial,Ate,0,0,0,123,10000.0,4000.0,
8027,Local comercial,Pachacámac,0,2,0,155,2000.0,2500.0,600.0
8028,Local comercial,Lince,0,1,0,21,500.0,570.0,
8029,Tienda/Salón,Callao,0,1,0,46,2000.0,,223.0
8030,Local comercial,Chorrillos,0,7,0,410,49194.0,11159.0,1714.0
8031,Local comercial,San Borja,0,0,0,42,800.0,613.0,268.0
8032,Local comercial,Ate,0,1,0,30,1700.0,520.0,145.0
8033,Local comercial,Ate,0,0,0,40,800.0,966.0,56.0
8034,Local comercial,Ventanilla,0,0,0,0,700.0,,
8035,Local comercial,Pachacámac,0,0,0,304,6500.0,8960.0,1490.0
8036,Local comercial,Ate,0,1,0,53,1800.0,1081.0,434.0
8037,Local comercial,Pachacámac,0,0,0,150,3000.0,3700.0,78.0
8038,Local comercial,Ventanilla,0,0,0,30,800.0,569.0,
8039,Local comercial,Ate,0,6,0,234,1000.0,5000.0,700.0
8040,Local comercial,Chorrillos,0,1,0,50,2500.0,1546.0,270.0
8041,Tienda/Salón,Pachacámac,0,0,0,205,15000.0,,
8042,Local comercial,Ate,0,1,0,35,1900.0,672.0,
8043,Tienda/Salón,Ate,0,1,0,48,5000.0,1880.0,1200.0
8044,Local comercial,San Luis,0,0,0,500,20000.0,,
8045,Local comercial,Pachacámac,0,0,0,40,3000.0,,
8046,Tienda/Salón,San Miguel,0,0,0,250,10000.0,,2049.0
8047,Local comercial,Ate,0,1,0,37,1500.0,816.0,225.0
8048,Local comercial,Ate,0,1,0,45,1800.0,1470.0,
8049,Local comercial,Pachacámac,0,0,0,80,3360.0,786.0,340.0
8050,Local comercial,Ate,0,1,0,32,1500.0,965.0,126.0
8051,Local comercial,Pachacámac,0,2,0,190,4000.0,2307.0,472.0
8052,Local comercial,Ate,0,0,0,379,15160.0,5613.0,1843.0
8053,Local comercial,Pachacámac,0,20,0,1397,111786.0,23754.0,
8054,Tienda/Salón,Los Olivos,0,6,0,513,10000.0,,
8055,Local comercial,Ate,0,2,0,76,2250.0,2540.0,
8056,Local comercial,San Miguel,0,0,0,28,800.0,753.0,
8057,Local comercial,Chorrillos,0,0,0,160,6000.0,2850.0,900.0
8058,Tienda/Salón,Punta Negra,0,0,0,463,8000.0,226.0,
8059,Tienda/Salón,San Luis,0,1,0,47,3000.0,,
8060,Local comercial,Callao,0,1,0,25,750.0,768.0,446.0
8061,Local comercial,Ate,0,9,0,320,16000.0,5500.0,1347.0
8062,Local comercial,Ate,0,3,0,125,5000.0,2560.0,490.0
8063,Local comercial,Pachacámac,0,0,0,40,1000.0,877.0,84.0
8064,Local comercial,Lurigancho,0,0,0,15,3300.0,,
8065,Almacén,Chaclacayo,0,0,0,450,5000.0,,450.0
8066,Casa comercial,Comas,0,1,0,600,52000.0,,1527.0
8067,Tienda/Salón,Ate,0,4,0,150,5000.0,5600.0,3410.0
8068,Local comercial,Pachacámac,0,0,0,403,36272.0,11166.0,1474.0
8069,Local comercial,Pachacámac,0,0,0,50,1000.0,843.0,150.0
8070,Local comercial,Ate,0,1,0,53,3500.0,800.0,
8071,Local comercial,Ate,0,0,0,30,1500.0,,
8072,Local comercial,San Luis,0,1,0,33,750.0,481.0,56.0
8073,Local comercial,Pachacámac,0,0,0,460,20000.0,9982.0,1888.0
8074,Local comercial,Pachacámac,0,0,0,30,1400.0,587.0,85.0
8075,Local comercial,Lince,0,1,0,45,500.0,1722.0,
8076,Local comercial,Pachacámac,0,0,0,84,3600.0,2219.0,
8077,Local comercial,Pachacámac,0,0,0,300,8000.0,5742.0,1968.0
8078,Local comercial,Pachacámac,0,0,0,200,6500.0,2400.0,750.0
8079,Local comercial,San Miguel,0,6,0,350,20000.0,5250.0,1750.0
8080,Local comercial,San Miguel,0,1,0,27,500.0,350.0,100.0
8081,Local comercial,Pachacámac,0,1,0,188,9000.0,2515.0,
